url;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5;Url
46895;hwyl;aesop;Australia;unisex;4,17;949;2017.0;spices, thyme;cypress, woody notes;vetiver, olibanum, oakmoss;unknown;;woody;aromatic;fresh spicy;earthy;amber;46895
92112;miami-nectar;ellis-brooklyn;USA;unisex;4,17;201;2024.0;coconut water, pineapple, palm leaf;frangipani, wild jasmine, lily of the valley;vanilla, driftwood, amberwood, moss;unknown;;tropical;fruity;sweet;floral;fresh;92112
27779;e-homme;estiara;UAE;men;4,17;30;;bergamot, grapefruit, citruses, lemon;nutmeg, saffron, jasmine, violet;leather, sandalwood, vanilla, ambergris, vetiver, moss;unknown;;citrus;woody;fresh spicy;leather;powdery;27779
5633;faconnable-stripe;faconnable;France;men;4,17;41;2005.0;cardamom, bergamot, mint;nutmeg, cinnamon;atlas cedar, white musk, amber;unknown;;aromatic;fresh spicy;warm spicy;citrus;green;5633
4175;sables;goutal;France;men;4,17;1200;1985.0;immortelle, cinnamon;pepper, black tea;sandalwood, amber;annick goutal;;warm spicy;herbal;sweet;fresh spicy;woody;4175
31764;vanille-charnelle;goutal;France;unisex;4,17;218;2015.0;pepper, ylang-ylang;vanilla, tonka bean, white musk;vanilla absolute, vetiver;unknown;;vanilla;sweet;fresh spicy;powdery;aromatic;31764
55067;guess-1981-los-angeles-men;guess;USA;men;4,17;868;2019.0;plum, black pepper, bergamot;mint, ginger, geranium;tobacco, amber, sandalwood, vetiver;christine hassan;;fresh spicy;aromatic;warm spicy;fruity;tobacco;55067
4994;cabaret-pour-homme;gres;France;men;4,17;127;2004.0;pineapple, juniper berries, coriander, basil, rosemary, bergamot;lavender, jasmine, lily-of-the-valley;sandalwood, wormwood, amber, oakmoss, patchouli, musk, vetiver, tonka bean, cloves;pierre bourdon;;aromatic;fresh spicy;woody;sweet;lavender;4994
46853;lattitude-expedition;hinode;Brazil;men;4,17;106;2017.0;tangerine, kumquat;lavender, labdanum;patchouli, cypress;unknown;;citrus;woody;amber;lavender;aromatic;46853
41122;kazimi;house-of-matriarch;USA;unisex;4,17;148;2016.0;rose oil, rose, bourbon rose, white ginger;rose oil, white rose, wild rose, rose petals, red cedar;exotic spices, opoponax, agarwood (oud), oakmoss, ambergris, hyrax;christi meshell;;amber;warm spicy;rose;oud;balsamic;41122
72498;agua-de-colonia-concentrada-eau-d-orange;alvarez-gomez;Spain;unisex;4,17;47;2020.0;lemon, bergamot;orange blossom, almond;cypress, musk, cedar;unknown;;citrus;white floral;woody;aromatic;sweet;72498
2356;vintage;john-varvatos;USA;men;4,17;2575;2006.0;rhubarb, quince, pepper, wormwood, basil, fennel;cinnamon, juniper berries, lavender, green leaves, orris root, jasmine;tobacco, suede, balsam fir, tonka bean, woody notes, oakmoss, patchouli;rodrigo flores-roux;;aromatic;fresh spicy;woody;sweet;tobacco;2356
63479;xx-artisan;john-varvatos;USA;men;4,17;223;2020.0;bitter orange, bergamot;sichuan pepper, wormwood, geranium;vetiver, cedar, musk;unknown;;citrus;fresh spicy;aromatic;woody;earthy;63479
61204;flor-de-limao;l-occitane-au-bresil;Brazil;unisex;4,17;104;2020.0;lemon, pomelo;jasmine, orange peel;cedar, sandalowood;unknown;;citrus;white floral;woody;aromatic;;61204
46764;mercedes-benz-silver;mercedes-benz;Germany;men;4,17;187;2017.0;bitter orange, grapefruit, rhubarb;vetiver, pepper;ambroxan, musk, moss;olivier cresp;;citrus;aromatic;earthy;woody;musky;46764
57720;coastal-cypress-sea-fennel-eau-de-parfum;molton-brown;UK;unisex;4,17;101;2019.0;cardamom, bergamot, fig leaf, ginger;cypress, sea notes, olibanum, jasmine;leather, vetiver, cedar, musk;carla chabert;;aromatic;woody;warm spicy;leather;fresh spicy;57720
59437;milk-musk-eau-de-toilette;molton-brown;UK;unisex;4,17;339;2020.0;pear, peach;musk, vanilla, ambroxan;tonka bean, white cedar extract;unknown;;musky;vanilla;powdery;sweet;amber;59437
74003;volcano;new-brand-parfums;USA;men;4,17;52;2020.0;orange, mandarin orange;pepper;vetiver, cedar, amber;unknown;;citrus;woody;fresh spicy;aromatic;earthy;74003
16252;reve-d-ossian;oriza-l-legrand;France;unisex;4,17;578;2012.0;incense, pine tree, aldehydes;elemi, benzoin, cinnamon, opoponax, guaiac wood, tonka bean;labdanum, amber, sandalwood, musk, leather;hugo lambert;;amber;woody;balsamic;warm spicy;aromatic;16252
81366;vanille-de-tahiti-extrait;perris-monte-carlo;France;unisex;4,17;40;2023.0;champaca, ylang ylang, magnolia;tahitian vanilla;sandalwood, amber, musk;unknown;;floral;vanilla;sweet;powdery;woody;81366
13183;indochine-25;pierre-guillaume-paris;France;unisex;4,17;515;2011.0;cardamom, pepper;honey, thanaka wood;siam benzoin;pierre guillaume;;warm spicy;honey;amber;fresh spicy;aromatic;13183
6016;bois-d-orange;roger-gallet;France;unisex;4,17;428;2009.0;mandarin orange, petitgrain, orange;orange blossom, ylang-ylang, jasmine, coconut blossom;atlas cedar, vanilla;unknown;;citrus;white floral;woody;sweet;;6016
32666;esperidi-water;the-merchant-of-venice;Italy;men;4,17;103;2015.0;orange, lemon, black pepper, rosemary;vetiver, jasmine, cedar;amber, moss, white musk;unknown;;citrus;woody;aromatic;fresh spicy;white floral;32666
19739;nimitz;yves-de-sistelle;France;men;4,17;40;;bergamot, cardamom, mandarin orange, pineapple;lavender, nutmeg, jasmine, geranium;amber, patchouli, sandalwood, vetiver;unknown;;woody;aromatic;warm spicy;citrus;fresh spicy;19739
68205;craft-glamour;miller-harris;UK;unisex;4,17;72;2019.0;plum, rose oil, bergamot, pink pepper;patchouli, cashmere wood, sandalwood;ambroxan, tonka bean, labdanum, musk;unknown;;woody;amber;musky;fruity;sweet;68205
25933;la-fumee-maroc;miller-harris;UK;unisex;4,17;63;2014.0;dried plum, peach, apricot;cedar, moroccan rose;incense, woody notes, musk;unknown;;fruity;woody;amber;sweet;smoky;25933
49535;cianuro;v-canto;Italy;unisex;4,17;128;2018.0;passionfruit, papaya, mango, pineapple, neroli;water lily, lily-of-the-valley, narcissus, turkish rose;patchouli, leather, cashmere wood, oakmoss, sandalwood;paolo terenzi;;tropical;sweet;fresh;fruity;floral;49535
44406;diapason;sospiro-perfumes;Italy;unisex;4,17;80;2017.0;bulgarian rose, geranium;guaiac wood, atlas cedar;amber, haitian vetiver, musk;chris maurice;;woody;aromatic;rose;amber;powdery;44406
83041;gelsomino-2023;santa-maria-novella;Italy;unisex;4,17;76;2023.0;bergamot, tangerine, pink pepper;jasmine sambac, ylang ylang, african geranium;musk, cedarwood;unknown;;white floral;citrus;musky;sweet;yellow floral;83041
13094;l-incroyable-patchouli;reminiscence;France;unisex;4,17;41;2011.0;patchouli, virginia cedar;patchouli, sandalwood, vetiver;labdanum, tonka bean, bourbon vanilla, tolu balsam, white musk;unknown;;woody;amber;powdery;warm spicy;vanilla;13094
44233;flamenco;ramon-monegal;Spain;unisex;4,17;698;2017.0;raspberry, apple, violet, orange blossom;rose, iris, jasmine;cedar, cypress, pine tree, amber;ramon monegal;;fruity;woody;rose;sweet;aromatic;44233
80418;siesta;ramon-monegal;Spain;unisex;4,17;166;2023.0;lemon, cedar, honey;vetiver, iris, jasmine;tonka bean, vanilla, musk;ramon monegal;;woody;aromatic;powdery;earthy;citrus;80418
57182;geranio-bourbon;phebo;Brazil;unisex;4,17;179;2019.0;black pepper, grapefruit, bergamot;geranium, hyacinth, lily-of-the-valley;cedar, musk, amber;unknown;;fresh spicy;aromatic;citrus;rose;green;57182
65682;ciel-d-orage;ojar;Oman;unisex;4,17;30;2021.0;artemisia, saffron;pine, patchouli, rose, vetiver, guaiac wood;suede, styrax, agarwood (oud), sandalwood;jordi fern�ndez;;aromatic;woody;herbal;leather;warm spicy;65682
37592;fig-and-nut-royal-fig;nimere-parfums;Russia;unisex;4,17;29;2015.0;fig, green notes;hazelnut, milk, almond, cherry, woody notes;cacao pod, vanilla, honey, tonka bean, vetiver, ginger;nikolay eremin;;sweet;nutty;woody;fruity;lactonic;37592
58153;river-flows-in-you;mith;Thailand;unisex;4,17;41;;lime, mint, lemon, petitgrain;jasmine, black currant, lily-of-the-valley, freesia, mimosa;musk;unknown;;citrus;green;white floral;aromatic;floral;58153
72069;gourmand-extreme;les-fleurs-du-golfe;France;unisex;4,17;30;2021.0;spicy notes, exotic floral notes;lily-of-the-valley;musk, vanilla;unknown;;white floral;warm spicy;fresh;floral;musky;72069
13462;psychedelique;jovoy-paris;France;unisex;4,17;1845;2011.0;citruses;patchouli, amber, french labdanum, geranium, rose;vanille, musk;jacques flori;;amber;patchouli;woody;warm spicy;vanilla;13462
32643;noble-musk-nights;jesus-del-pozo;Spain;men;4,17;58;2016.0;cinnamon, black currant, black pepper, bergamot;apple, patchouli, snowberry, jasmine, lily;musk, tonka bean, amber, cedar, vanilla;unknown;;fruity;warm spicy;woody;vanilla;amber;32643
80250;fougere-italiano;gianfranco-ferre;Italy;men;4,17;100;;bergamot, pink pepper;jasmine;musk, cedar;unknown;;musky;citrus;white floral;powdery;fresh spicy;80250
1548;ghost-man;ghost;UK;men;4,17;88;2004.0;anise, cloves, mint, bergamot;rose, lily-of-the-valley, orange blossom;tonka bean, sandalwood, patchouli;pierre bourdon;;warm spicy;white floral;rose;anis;green;1548
84572;new-york-gabriela-hearst;fueguia-1833;Argentina;unisex;4,17;36;2023.0;nutmeg, balsam fir, black pepper;tobacco, cherry blossom, rose;woody notes, maple, palo santo, virginian cedar, musk, vanilla, tonka, jacaranda, patchouli;julian bedel;;woody;fresh spicy;floral;sweet;tobacco;84572
41019;voix-humaine-8;filippo-sorcinelli;Italy;unisex;4,17;149;2016.0;elemi, bergamot, cardamom;ambrette (musk mallow), jasmine, orange blossom;olibanum, milk mousse, vanilla, leather, musk, amber;unknown;;amber;vanilla;aromatic;fresh spicy;musky;41019
14419;cuir-blanc;evody-parfums;France;unisex;4,17;422;2010.0;saffron, violet leaf, thyme;iris, amber;leather, musk;alexandra monet;;leather;powdery;musky;animalic;iris;14419
40297;z-zegna-milan;ermenegildo-zegna;Italy;men;4,17;166;2016.0;fig;clary sage;sandalwood;trudi loren;;woody;fruity;aromatic;sweet;soft spicy;40297
24697;cafe-cacao;en-voyage-perfumes;USA;unisex;4,17;60;2014.0;cardamom, vanilla, sugar, rose, bergamot;dark chocolate, coffee, whipped cream, milk;amber, ambergris, musk;shelley waddington;;warm spicy;sweet;amber;chocolate;vanilla;24697
1118;ungaro-pour-l-homme-iii;emanuel-ungaro;France;men;4,17;1414;1993.0;vodka, lavender, coriander, sage, mahogany, orange, lemon;rose, geranium, jasmine, lily-of-the-valley;sandalwood, patchouli, vetiver, oakmoss, cedar, musk;unknown;;aromatic;woody;rose;vodka;fresh spicy;1118
72602;rock-the-myrrh;dries-van-noten;Belgium;unisex;4,17;167;2022.0;pink pepper, cypress;myrrh, patchouli;suede, benzoin;amelie jacquin;;amber;warm spicy;balsamic;woody;leather;72602
82916;bani;day-three;USA;unisex;4,17;103;2023.0;mango, bergamot, mango tree, wild orange;magnolia, coconut, jasmine, papaya;white musk, sugar cane;unknown;;sweet;tropical;citrus;fruity;floral;82916
19014;sevillian-neroli-eau-de-cologne;crabtree-evelyn;USA;unisex;4,17;42;2013.0;neroli, lemon, grapefruit;white tea, orange blossom, rosemary;cedar, clove, ylang-ylang;unknown;;citrus;white floral;woody;aromatic;warm spicy;19014
26226;capim-cheiroso;companhia-da-terra;Brazil;unisex;4,17;40;1976.0;cypress;vetiver, herbal notes;musk, patchouli;ricardo penafiel malta;;woody;aromatic;green;earthy;;26226
52327;vetiver-nocturne;bortnikoff;Thailand;unisex;4,17;89;2018.0;frangipani, neroli, bergamot, cardamom;champaca, vetiver, vetiver root, jasmine sambac, myrrh, oakmoss;sandalwood, ambergris, agarwood (oud);dmitry bortnikoff;;floral;woody;aromatic;amber;white floral;52327
4180;real-patchouly;bois-1920;Italy;unisex;4,17;448;2005.0;cedar;patchouli, sandalwood, thyme;amber, tobacco, vanilla, musk;unknown;;woody;patchouli;amber;warm spicy;powdery;4180
26681;maai;bogue;Italy;unisex;4,17;643;2014.0;aldehydes, tuberose;jasmine, rose;civet, resins, musk;antonio gardoni;;musky;animalic;white floral;aldehydic;amber;26681
27287;marte-concentree;battistoni;Italy;men;4,17;58;;geranium, petitgrain, bergamot, basil, artemisia, rosemary;carnation, pepper, coriander, jasmine;atlas cedar, bourbon vetiver, brazilian rosewood;unknown;;aromatic;fresh spicy;woody;warm spicy;herbal;27287
56934;hot-pacha-ibiza;pacha-ibiza;Spain;men;4,17;47;2018.0;mandarin orange, bergamot;violet, geranium;vetiver, musk;unknown;;violet;powdery;aromatic;fresh spicy;citrus;56934
92449;cedrat-essence-emir;paris-corner;UAE;unisex;4,17;66;;sicilian lemon, black currant, herbal notes, bergamot;water jasmine, fruits, patchouli;vanilla, cedar, sandal, white musk, moss, leather;unknown;;citrus;woody;fruity;aromatic;white floral;92449
73207;amber-oud-carbon-edition;al-haramain-perfumes;UAE;unisex;4,18;155;2022.0;lavender, bergamot, rosemary;sea notes, geranium, sage;amber, vetiver, moss, cedar;unknown;;aromatic;fresh spicy;woody;lavender;marine;73207
64461;bucephalus-x;armaf;UAE;unisex;4,18;34;;bergamot, grapefruit, ginger, pepper;apple, geranium, cinnamon, leather, lavender;vetiver, labdanum, patchouli, myrhh;unknown;;fresh spicy;citrus;aromatic;warm spicy;woody;64461
50318;signature-night;armaf;UAE;men;4,18;102;;spices;iris, leather, violet leaf;tonka bean, benzoin, guaiac wood, sandalwood;unknown;;warm spicy;woody;iris;amber;powdery;50318
50319;signature-true;armaf;UAE;unisex;4,18;240;;pear, tangerine, bergamot;strawberry, passionfruit;praline, coffee, caramel, vanilla, patchouli;unknown;;sweet;fruity;coffee;warm spicy;caramel;50319
35597;pretty-blue;avon;USA;unisex;4,18;188;1983.0;anise, herbal notes, eucalyptus;lavender, clove leaf, geranium;sandalwood, moss, patchouli;unknown;;lavender;aromatic;fresh spicy;woody;herbal;35597
38771;chrome-limited-edition-2016;azzaro;France;men;4,18;55;2016.0;violet leaf;watery notes, nutmeg;virginia cedar;doroth�e piot;;aquatic;woody;ozonic;fresh;fresh spicy;38771
7938;chrome-sport;azzaro;France;men;4,18;1075;2010.0;grapefruit, amalfi lemon, bergamot, bitter orange;ginger, water notes, grass;musk, virginia cedar, amber;michel almairac;;citrus;fresh;green;aquatic;warm spicy;7938
145;eau-parfumee-au-the-blanc;bvlgari;Italy;unisex;4,18;2251;2003.0;tea, artemisia, bergamot, orange blossom, bitter orange;pepper, cardamom, coriander;musk, woody notes, jasmine, amber, rose;jacques cavallier;;fresh spicy;musky;citrus;green;aromatic;145
50678;platinum-leather;carolina-herrera;USA;unisex;4,18;79;2018.0;cypriol oil or nagarmotha, pink pepper;leather, jasmine;musk, patchouli, vanilla;amandine clerc-marie;;musky;woody;leather;earthy;patchouli;50678
390;comme-des-garcons-2;comme-des-garcons;France;unisex;4,18;3839;1999.0;aldehydes, angelica, tea, mandarin orange, mate;ink, magnolia, nutmeg, west indian bay, coriander, caraway, cinnamon;incense, patchouli, cedar, vetiver, amber, labdanum;mark buxton;;aromatic;woody;amber;fresh spicy;aldehydic;390
14023;comme-des-garcons-2011;comme-des-garcons;France;unisex;4,18;300;2011.0;aldehydes, saffron, leather;lilac, styrax, musk, hawthorn;industrial glue, brown scotch tape;antoine maisondieu;;industrial glue;brown scotch tape;aldehydic;fresh;leather;14023
472;silver-mountain-water;creed;France;unisex;4,18;7538;1995.0;bergamot, mandarin orange;green tea, black currant;musk, sandalwood, petitgrain, galbanum;olivier creed;pierre bourdon;citrus;green;fruity;musky;woody;472
39241;cool-water-ocean-extreme;davidoff;Switzerland;men;4,18;120;2016.0;mint, rosemary, juniper berries;sea water, lavender, sandalwood, geranium;seaweed, musk, cedar;antoine lie;jean jacques;aromatic;fresh spicy;marine;woody;green;39241
232;eau-sauvage-extreme;dior;France;men;4,18;1161;1984.0;lemon, lavender, bergamot, basil, patchouli, fruity notes;rosemary, bay leaf, coriander, aldehydes, sandalwood, jasmine, orris root;oakmoss, patchouli, cedar, musk, amber;unknown;;aromatic;fresh spicy;citrus;woody;lavender;232
48392;feve-delicieuse-2018;dior;France;unisex;4,18;1121;2018.0;lavender, mint, calabrian bergamot;cherry, freesia, jasmine;tonka bean, madagascar vanilla, caramel, dark chocolate, benzoin, leather, sandalwood, coconut, cedar;fran�ois demachy;;vanilla;sweet;amber;warm spicy;aromatic;48392
3828;l-eau-trois-eau-de-toilette;diptyque;France;unisex;4,18;371;1975.0;rosemary, myrtle;myrhh, spices, caraway;kyara incense, pine tree, myrhh;serge kalouguine;;aromatic;amber;fresh spicy;woody;warm spicy;3828
15230;volutes-eau-de-toilette;diptyque;France;unisex;4,18;1374;2012.0;tobacco, honey, iris flower, dried fruits;hay, immortelle, saffron, pink pepper, black pepper;benzoin, opoponax, myrhh, styrax;fabrice pellegrin;;sweet;amber;tobacco;warm spicy;honey;15230
836;sunset-heat-for-men;escada;Germany;men;4,18;230;2007.0;carambola (star fruit), grapefruit, lemon;green leaves, hibiscus, lavender;musk, amber;jean-louis grauby;;citrus;fruity;tropical;green;musky;836
35398;cedro-di-taormina;acqua-di-parma;Italy;unisex;4,18;691;2016.0;citruses, petitgrain, basil;lavender, black pepper;virginian cedar, vetiver, labdanum;unknown;;woody;fresh spicy;aromatic;citrus;green;35398
55759;the-library-collection-rose-incense;amouage;Oman;unisex;4,18;352;2019.0;olibanum, elemi, ink;rose water, olibanum, suede;myrhh, vanilla, sandalwood, cedar;bruno jovanovic;;amber;rose;aromatic;woody;balsamic;55759
43994;pi-air;givenchy;France;men;4,18;134;2017.0;neroli, ginger;lavender, floral notes, rosemary;benzoin, musk, cedar;unknown;;amber;warm spicy;aromatic;floral;fresh spicy;43994
16;habit-rouge-eau-de-toilette;guerlain;France;men;4,18;4061;1965.0;lemon, brazilian rosewood, orange, bergamot, lime, tangerine, basil;rose, carnation, sandalwood, cinnamon, patchouli, jasmine, cedar;vanilla, leather, amber, benzoin, oakmoss, labdanum;jean-paul guerlain;;citrus;woody;warm spicy;amber;vanilla;16
84518;tobacco-honey;guerlain;France;unisex;4,18;797;2023.0;honey, cloves, anise;tobacco, tonka, vanilla, sesame;agarwood (oud), sandalwood;delphine jelk;;sweet;honey;vanilla;tobacco;warm spicy;84518
26056;eau-de-cashmere;guerlain;France;unisex;4,18;306;2014.0;bergamot, mandarin orange, pink pepper;iris, lavender, cedar;white musk, heliotrope, vetiver;unknown;;powdery;musky;iris;woody;vanilla;26056
10395;arsene-lupin-voyou-eau-de-parfum;guerlain;France;men;4,18;227;2010.0;coriander, artemisia, lemon, bergamot;sage, clove, bulgarian rose, cardamom;sandalwood, benzoin, patchouli, labdanum;jean-paul guerlain;;aromatic;warm spicy;herbal;woody;amber;10395
72307;concentre-de-pamplemousse-rose;hermes;France;unisex;4,18;111;2011.0;grapefruit;rose;vetiver;jean-claude ellena;;citrus;aromatic;woody;earthy;fresh spicy;72307
35375;eau-de-rhubarbe-ecarlate;hermes;France;unisex;4,18;3120;2016.0;rhubarb;red berries, lantana;white musk;christine nagel;;fruity;sweet;green;aromatic;sour;35375
2674;hermessence-osmanthe-yunnan;hermes;France;unisex;4,18;1235;2005.0;tea, orange;osmanthus, freesia;apricot, leather;jean-claude ellena;;floral;fruity;green;leather;citrus;2674
65397;terre-d-hermes-flacon-h-2021-parfum;hermes;France;men;4,18;49;2021.0;orange, grapefruit;flint;woody notes, benzoin, moss;jean-claude ellena;;citrus;woody;amber;mossy;fresh spicy;65397
71673;the-collection-elegant-vetiver;hugo-boss;Germany;men;4,18;57;2021.0;pistachio, juniper berries;haitian vetiver, java vetiver oil;labdanum, cashmeran;sophie labb�;;woody;aromatic;amber;earthy;green;71673
16436;mango-thai-lime;jo-loves;UK;unisex;4,18;238;2012.0;mango, lime, black pepper;mint, freesia;vetiver, thyme;jo malone;;tropical;aromatic;citrus;fruity;sweet;16436
60223;gardenia-oud-absolu;jo-malone-london;UK;unisex;4,18;131;2020.0;white flowers;gardenia;agarwood (oud), white musk, amber;unknown;;white floral;oud;musky;animalic;amber;60223
71;kenzo-jungle-homme;kenzo;France;men;4,18;1682;1998.0;cinnamon, lime, bergamot, lemon;nutmeg, cardamom, pepper, mate, carnation, amber;guaiac wood, sandalwood, cedar, benzoin, vetiver;olivier cresp;;warm spicy;woody;fresh spicy;citrus;aromatic;71
44861;histoire-d-orangers;l-artisan-parfumeur;France;unisex;4,18;366;2017.0;neroli, white tea;orange blossom, musk;ambroxan, tonka bean;marie salamagne;;white floral;citrus;musky;amber;green;44861
1834;encre-noire;lalique;France;men;4,18;19165;2006.0;cypress;vetiver;cashmere wood, musk;nathalie lorson;;woody;aromatic;earthy;musky;;1834
189;miracle-homme;lancome;France;men;4,18;450;2001.0;pimento, oakmoss;coffee, cedar, brazilian rosewood;maple, vetiver, guaiac wood, mahogany;francis kurkdjian;;woody;warm spicy;coffee;earthy;;189
188;miracle-homme-l-aquatonic;lancome;France;men;4,18;263;2003.0;bitter orange, violet, lemon;fern, rhubarb leaf, coriander;vetiver, guaiac wood, brazilian rosewood, cedar;francis kurkdjian;;aromatic;woody;citrus;fresh spicy;green;188
36306;l-ile-pourpre;les-liquides-imaginaires;France;unisex;4,18;1077;2016.0;ginger, angelica, shiso, bergamot;fig, artemisia, fenugreek;ambroxan, cedar, whipped cream, cashmeran, patchouli;nad�ge le garlantezec;;musky;amber;woody;aromatic;fresh spicy;36306
11320;rosissimo;les-parfums-de-rosine;France;men;4,18;66;;lemon verbena, amalfi lemon, rosemary, bitter orange, grapefruit;rose, woodsy notes, jasmine, freesia;oak moss, fir resin, vetiver, french labdanum, leather;unknown;;citrus;aromatic;woody;fresh spicy;rose;11320
55265;loewe-7-plata;loewe;Spain;men;4,18;252;2019.0;mint, italian mandarin;ginger, pink pepper;incense, musk, amber;unknown;;amber;warm spicy;citrus;green;smoky;55265
88485;sweet-xplosion;lorenzo-pazzaglia;Italy;unisex;4,18;152;2023.0;white honey, coconut milk, lime, grapefruit;davana, argan, ylang ylang, broom, malva, taif rose;vanilla, coffee, tonka bean, benzoin, patchouli, musk;lorenzo pazzaglia;;vanilla;sweet;aromatic;honey;citrus;88485
74242;van-exstasyx;lorenzo-pazzaglia;Italy;unisex;4,18;318;2022.0;bourbon vanilla, madagascar vanilla, tahitian vanilla, black vanilla husk;vanilla, caramel, white flowers;vanilla pod, black vanilla husk, tonka bean, agarwood (oud);lorenzo pazzaglia;;vanilla;sweet;caramel;powdery;;74242
56383;hairdresser-s-husband;lush;UK;unisex;4,18;67;2010.0;lemon, orange, grapefruit;myrtle, lime;vanilla absolute, tonka bean;mark constantine;;citrus;vanilla;aromatic;sweet;fresh spicy;56383
88137;black-noir;mancera;France;unisex;4,18;125;2023.0;black leather, pink pepper;tobacco, cambodian oud, patchouli, tiare flower;vanilla, tonka, haitian vetiver, ambergris;unknown;;vanilla;sweet;tobacco;woody;amber;88137
32907;aoud-vanille;mancera;France;unisex;4,18;1733;2015.0;agarwood (oud), saffron, black pepper, cardamom;floral notes;madagascar vanilla, guaiac wood, sandalwood;pierre montale;;vanilla;oud;woody;warm spicy;fresh spicy;32907
3079;homme-exceptionnel;montblanc;France;men;4,18;675;2008.0;mandarin orange, coffee, lavender;ginger, mint, sage;amber, patchouli, musk;unknown;;warm spicy;citrus;amber;coffee;aromatic;3079
77439;humor-estelar;natura;Brazil;unisex;4,18;208;2022.0;priprioca, carambola (star fruit), nutmeg, black pepper;lily-of-the-valley, rose, freesia;caramel, amber, vanilla, sandalwood;ver�nica kato;;fresh spicy;caramel;amber;vanilla;sweet;77439
37602;hundred-silent-ways;nishane;Turkey;unisex;4,18;3072;2016.0;tuberose, peach, mandarin orange;gardenia, jasmine, orris;vanilla, sandalwood, vetiver;unknown;;white floral;vanilla;powdery;woody;tuberose;37602
74670;kredo;nishane;Turkey;unisex;4,18;433;2022.0;cardamom, pink pepper;osmanthus;agarwood (oud), sandalwood, suede;jean-louis sieuzac;;warm spicy;oud;woody;powdery;soft spicy;74670
7348;carpe-diem;o-boticario;Brazil;men;4,18;251;;lavender, mint, bergamot, mandarin orange, lemon;ginger, geranium, nutmeg, cardamom;sandalwood, violet, amber, musk, vetyver;unknown;;fresh spicy;aromatic;citrus;warm spicy;green;7348
61038;egeo-vanilla-vibe;o-boticario;Brazil;unisex;4,18;960;2020.0;pink pepper, red fruits, bergamot, green leaves;coconut, rose petals, lily-of-the-valley, cyclamen;vanilla, musk, amber, cedar;emilie bevierre-coppermann;pierre-constantin gu�ros;vanilla;sweet;soft spicy;powdery;musky;61038
56163;the-blend-eau-de-parfum;o-boticario;Brazil;men;4,18;333;2019.0;rum, saffron, bergamot, lavender, grapefruit;cinnamon, nutmeg, cloves, black pepper, sandalwood, iris, labdanum, tuberose, vetiver;amber, benzoin, guaiac wood, moss;unknown;;warm spicy;fresh spicy;woody;amber;cinnamon;56163
38334;rose-gold;ormonde-jayne;UK;unisex;4,18;184;2016.0;lime, bergamot, clary sage, orange blossom;taif rose, orchid, carnation, water lily, jasmine;agarwood (oud), pink pepper, sandalwood, labdanum, ambrette (musk mallow);unknown;;citrus;floral;rose;aromatic;woody;38334
11771;godolphin;parfums-de-marly;France;men;4,18;2009;2010.0;fruity notes, saffron, mate, thyme, cypress, green notes;rose, orris, jasmine;leather, amber, vetiver, musk, virginia cedar, vanille;mich�le saramito;;leather;aromatic;fruity;animalic;woody;11771
54665;cairo;penhaligon-s;UK;unisex;4,18;805;2019.0;damask rose, saffron;vanilla, cypriol oil or nagarmotha, labdanum;sandalwood, patchouli, cedar;christophe raynaud;;woody;warm spicy;rose;vanilla;earthy;54665
19688;daarej-pour-homme;rasasi;UAE;men;4,18;2364;;cumin, cardamom, artemisia;rose, orris root;vanilla, tonka bean, amber, sandalwood, patchouli, musk;unknown;;vanilla;warm spicy;powdery;amber;aromatic;19688
19651;faqat-lil-rijal;rasasi;UAE;men;4,18;505;;agarwood (oud), saffron, bergamot;geranium, jasmine, cardamom, rice;agarwood (oud), leather, patchouli, musk, sandalwood;unknown;;warm spicy;oud;leather;fresh spicy;woody;19651
40310;o-the-exclusive-parfum;roja-dove;UK;unisex;4,18;85;2016.0;bergamot;raspberry, geranium, rose de mai, jasmine, orange blossom, violet;agarwood (oud), cashmere wood, ambergris, musk, birch, amyris, saffron, cypriol oil or nagarmotha, sandalwood, patchouli, vanilla, labdanum, pink pepper, cedar, oakmoss;roja dove;;woody;amber;musky;sweet;fruity;40310
30773;parfum-de-la-nuit-no-1;roja-dove;UK;unisex;4,18;179;2015.0;bergamot;guaiac wood, clove, patchouli, vetiver, cedar, papyrus, saffron;labdanum, benzoin, tolu balsam, castoreum, civet, styrax, vanilla, tonka bean;roja dove;;amber;woody;warm spicy;vanilla;musky;30773
25346;une-nuit-a-doha;stephane-humbert-lucas-777;France;unisex;4,18;797;2014.0;mandarin orange, ginger, fennel;immortelle, tobacco;vanilla, vetiver;st�phane humbert lucas;;sweet;tobacco;warm spicy;herbal;vanilla;25346
66357;chiron;tiziana-terenzi;Italy;unisex;4,18;130;2021.0;tonka bean, vanilla orchid, musk;tobacco, ambergris;bourbon vanilla, palo santo, white oud, sandalwood;paolo terenzi;;vanilla;woody;sweet;powdery;amber;66357
1860;st-barts-men;tommy-bahama;USA;men;4,18;1777;2007.0;lime, tequila, sea notes, agave;salt, guava, green notes;palm leaf, vanille, musk;unknown;;citrus;aromatic;green;salty;marine;1860
